query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
spring denim heels,139.0,2025-03-30,0.0,,139.0,fashion
spring denim hoodie,0.0,,96.0,2024-03-07,-0.99,fashion
spring denim jacket,166.0,2025-03-07,69.0,2024-03-10,1.39,fashion
spring denim jeans,66.0,2025-03-02,54.0,2024-03-02,0.22,fashion
spring denim jumpsuit,174.0,2025-03-20,0.0,,174.0,fashion
spring denim leggings,0.0,,74.0,2024-03-31,-0.99,fashion
spring denim lightweight men hoodie,0.0,,63.0,2024-03-31,-0.98,fashion
spring denim linen summer hoodie,81.0,2025-03-16,0.0,,81.0,fashion
spring denim loafer,0.0,,85.0,2024-03-15,-0.99,fashion
spring denim longline floral tank top,64.0,2025-03-17,0.0,,64.0,fashion
spring denim longline leather heels,121.0,2025-03-29,0.0,,121.0,fashion
spring denim longline lowrise sweater,144.0,2025-03-12,0.0,,144.0,fashion
spring denim midrise cotton shirt,0.0,,60.0,2024-03-13,-0.98,fashion
spring denim navy beige flats,0.0,,74.0,2024-03-12,-0.99,fashion
spring denim navy slim fit coat,0.0,,90.0,2024-03-01,-0.99,fashion
spring denim olive black parka,61.0,2025-03-18,0.0,,61.0,fashion
spring denim olive longline cardigan,120.0,2025-03-28,0.0,,120.0,fashion
spring denim organic vintage trench coat,100.0,2025-03-01,0.0,,100.0,fashion
spring denim oversized organic jacket,0.0,,138.0,2024-03-17,-0.99,fashion
spring denim pastel bomber jacket tshirt,115.0,2025-03-03,0.0,,115.0,fashion
spring denim pastel navy crop top,0.0,,132.0,2024-03-23,-0.99,fashion
spring denim petite pastel leggings,98.0,2025-03-22,0.0,,98.0,fashion
spring denim plaid pastel dress,0.0,,94.0,2024-03-03,-0.99,fashion
spring denim plus size bomber jacket sneakers,0.0,,103.0,2024-03-27,-0.99,fashion
spring denim plus size fall sandals,0.0,,94.0,2024-03-07,-0.99,fashion
spring denim plus size minimalist shorts,0.0,,104.0,2024-03-06,-0.99,fashion
spring denim plus size sleeveless hoodie,106.0,2025-03-04,0.0,,106.0,fashion
spring denim plus size transitional slides,149.0,2025-03-30,0.0,,149.0,fashion
spring denim printed winter shorts,145.0,2025-03-22,0.0,,145.0,fashion
spring denim sandals,58.0,2025-03-25,0.0,,58.0,fashion
spring denim shirt,122.0,2025-03-17,0.0,,122.0,fashion
spring denim shorts,124.0,2025-03-06,0.0,,124.0,fashion
spring denim skirt,0.0,,377.0,2024-03-14,-1.0,fashion
spring denim skirt baggy jeans fringe jacket hoodie,61.0,2025-03-04,0.0,,61.0,fashion
spring denim skirt cowboy boots distressed layer flats,98.0,2025-03-05,0.0,,98.0,fashion
spring denim skirt cowboy boots distressed layer windbreaker,0.0,,95.0,2024-03-28,-0.99,fashion
spring denim skirt cowboy boots utility harness sandals,90.0,2025-03-31,0.0,,90.0,fashion
spring denim skirt distressed layer fringe jacket crop top,0.0,,58.0,2024-03-27,-0.98,fashion
spring denim skirt football jersey baggy jeans romper,113.0,2025-03-09,0.0,,113.0,fashion
spring denim skirt fringe jacket utility harness coat,62.0,2025-03-01,0.0,,62.0,fashion
spring denim skirt playful pattern fringe jacket jumpsuit,0.0,,94.0,2024-03-11,-0.99,fashion
spring denim slides,140.0,2025-03-26,55.0,2024-03-01,1.52,fashion
spring denim solid longline jacket,0.0,,52.0,2024-03-05,-0.98,fashion
spring denim summer beige pullover,91.0,2025-03-07,0.0,,91.0,fashion
spring denim summer lightweight dress,80.0,2025-03-09,0.0,,80.0,fashion
spring denim summer lightweight skirt,52.0,2025-03-04,0.0,,52.0,fashion
spring denim summer vintage sneakers,94.0,2025-03-18,0.0,,94.0,fashion
spring denim sweater,97.0,2025-03-15,98.0,2024-03-30,-0.01,fashion
spring denim white highwaisted sandals,0.0,,95.0,2024-03-15,-0.99,fashion
spring denim windbreaker,0.0,,120.0,2024-03-13,-0.99,fashion
spring denim winter plus size romper,0.0,,122.0,2024-03-09,-0.99,fashion
spring denim women new dress,0.0,,134.0,2024-03-09,-0.99,fashion
spring denim wool linen dress,0.0,,65.0,2024-03-29,-0.98,fashion
spring denim wool midrise jacket,0.0,,97.0,2024-03-18,-0.99,fashion
spring denim wool navy shorts,0.0,,96.0,2024-03-15,-0.99,fashion
spring distressed layer deep red dusty tones coat,108.0,2025-03-26,0.0,,108.0,fashion
spring distressed layer deep red utility harness jumpsuit,102.0,2025-03-05,0.0,,102.0,fashion
spring distressed layer dusty tones denim skirt tshirt,117.0,2025-03-25,0.0,,117.0,fashion
spring distressed layer football jersey utility harness blouse,60.0,2025-03-04,0.0,,60.0,accessories
spring distressed layer football jersey utility harness romper,0.0,,101.0,2024-03-27,-0.99,fashion
spring distressed layer jumpsuit,135.0,2025-03-10,0.0,,135.0,fashion
spring distressed layer lux leather dusty tones tank top,0.0,,70.0,2024-03-26,-0.99,fashion
spring distressed layer romper,0.0,,147.0,2024-03-31,-0.99,fashion
spring distressed layer sneakers,0.0,,93.0,2024-03-16,-0.99,footwear
spring distressed layer utility harness deep red loafer,0.0,,88.0,2024-03-12,-0.99,accessories
spring distressed layer utility harness dusty tones parka,0.0,,83.0,2024-03-30,-0.99,accessories
spring distressed layer utility harness dusty tones tshirt,143.0,2025-03-26,0.0,,143.0,fashion
spring drawstring pant corset cargo skirt tshirt,0.0,,132.0,2024-03-31,-0.99,fashion
spring drawstring pant corset velvet trench coat,0.0,,63.0,2024-03-19,-0.98,fashion
spring drawstring pant dress,96.0,2025-03-04,0.0,,96.0,fashion
spring drawstring pant velvet belted jacket dress,0.0,,131.0,2024-03-09,-0.99,fashion
spring drawstring pant velvet corset crop top,142.0,2025-03-15,0.0,,142.0,fashion
spring dress,394.0,2025-03-01,87.0,2024-03-14,3.49,fashion
spring dusty tones cardigan,0.0,,129.0,2024-03-10,-0.99,accessories
spring dusty tones deep red distressed layer cardigan,113.0,2025-03-28,0.0,,113.0,accessories
spring dusty tones denim skirt utility harness jeans,0.0,,70.0,2024-03-25,-0.99,fashion
spring dusty tones distressed layer football jersey cardigan,0.0,,107.0,2024-03-06,-0.99,accessories
spring dusty tones dress,0.0,,138.0,2024-03-04,-0.99,fashion
spring dusty tones hoodie,0.0,,62.0,2024-03-16,-0.98,fashion
spring dusty tones lux leather distressed layer leggings,0.0,,87.0,2024-03-21,-0.99,fashion
spring dusty tones romper,96.0,2025-03-12,0.0,,96.0,fashion
spring dusty tones sandals,0.0,,143.0,2024-03-10,-0.99,footwear
spring dusty tones utility harness baggy jeans hoodie,0.0,,86.0,2024-03-12,-0.99,fashion
spring dyed hair flats,142.0,2025-03-22,125.0,2024-03-16,0.13,footwear
spring earth tone,0.0,,75.0,2024-03-02,-0.99,accessories
spring earth tone fungi mossy pants,0.0,,146.0,2024-03-03,-0.99,fashion
spring earth tone heels,118.0,2025-03-22,0.0,,118.0,footwear
spring earth tone mossy choker windbreaker,0.0,,53.0,2024-03-23,-0.98,accessories
spring earth tone shorts,0.0,,104.0,2024-03-14,-0.99,fashion
spring empire dress blouse,0.0,,79.0,2024-03-05,-0.99,fashion
spring empire dress gloves corset blouse,59.0,2025-03-28,0.0,,59.0,fashion
spring empire dress gloves corset bomber jacket,105.0,2025-03-12,0.0,,105.0,fashion
spring empire dress gloves corset jacket,127.0,2025-03-14,0.0,,127.0,fashion
spring empire dress gloves corset parka,95.0,2025-03-23,0.0,,95.0,fashion
spring empire dress gloves corset sandals,0.0,,130.0,2024-03-28,-0.99,fashion
spring empire dress gloves corset shirt,106.0,2025-03-24,0.0,,106.0,fashion
spring empire dress gloves corset skirt,98.0,2025-03-18,0.0,,98.0,fashion
spring empire dress gloves corset tshirt,0.0,,104.0,2024-03-20,-0.99,fashion
spring empire dress jacket,0.0,,71.0,2024-03-21,-0.99,fashion
spring fall,196.0,2025-03-05,669.0,2024-03-02,-0.71,accessories
spring fall beige organic skirt,0.0,,69.0,2024-03-21,-0.99,fashion
spring fall beige pastel loafer,133.0,2025-03-08,0.0,,133.0,accessories
spring fall beige petite jacket,51.0,2025-03-24,0.0,,51.0,fashion
spring fall black fitted skirt,0.0,,73.0,2024-03-21,-0.99,fashion
spring fall black longline loafer,0.0,,80.0,2024-03-07,-0.99,accessories
spring fall black minimalist tank top,0.0,,82.0,2024-03-26,-0.99,fashion
spring fall bomber jacket,0.0,,133.0,2024-03-15,-0.99,fashion
spring fall boots,173.0,2025-03-14,0.0,,173.0,footwear
spring fall cardigan,93.0,2025-03-09,0.0,,93.0,accessories
spring fall cardigan plaid pullover,0.0,,147.0,2024-03-04,-0.99,accessories
spring fall cardigan winter sneakers,71.0,2025-03-07,0.0,,71.0,footwear
spring fall cotton bomber jacket coat,0.0,,78.0,2024-03-28,-0.99,fashion
spring fall cotton lowrise sandals,0.0,,104.0,2024-03-21,-0.99,footwear
spring fall crop top,117.0,2025-03-29,0.0,,117.0,fashion
spring fall cropped organic bomber jacket,83.0,2025-03-06,0.0,,83.0,fashion
spring fall fitted beige tank top,113.0,2025-03-05,0.0,,113.0,fashion
spring fall fitted new crop top,0.0,,71.0,2024-03-12,-0.99,fashion
spring fall fitted sleeveless coat,79.0,2025-03-07,0.0,,79.0,fashion
spring fall flats,0.0,,82.0,2024-03-05,-0.99,footwear
spring fall floral cardigan tank top,107.0,2025-03-02,0.0,,107.0,fashion
spring fall floral olive jumpsuit,89.0,2025-03-11,0.0,,89.0,fashion
spring fall highwaisted plus size jacket,0.0,,66.0,2024-03-06,-0.99,fashion
spring fall highwaisted vintage sandals,0.0,,67.0,2024-03-22,-0.99,footwear
spring fall hoodie,0.0,,117.0,2024-03-15,-0.99,fashion
spring fall jeans,53.0,2025-03-15,116.0,2024-03-01,-0.54,fashion
spring fall jumpsuit,0.0,,140.0,2024-03-07,-0.99,fashion
spring fall leather pastel romper,78.0,2025-03-10,0.0,,78.0,fashion
spring fall leather women parka,129.0,2025-03-02,0.0,,129.0,accessories
spring fall leggings,0.0,,96.0,2024-03-20,-0.99,fashion
spring fall lightweight cotton parka,0.0,,73.0,2024-03-16,-0.99,accessories
spring fall lightweight wool sweater,67.0,2025-03-17,0.0,,67.0,fashion
spring fall linen minimalist jeans,0.0,,104.0,2024-03-18,-0.99,fashion
spring fall linen sleeveless dress,0.0,,85.0,2024-03-31,-0.99,fashion
spring fall linen trendy pants,100.0,2025-03-17,0.0,,100.0,fashion
spring fall loafer,0.0,,228.0,2024-03-09,-1.0,accessories
spring fall longline bomber jacket windbreaker,0.0,,141.0,2024-03-14,-0.99,fashion
spring fall longline cardigan tank top,0.0,,73.0,2024-03-29,-0.99,fashion
spring fall loose bomber jacket parka,0.0,,102.0,2024-03-24,-0.99,fashion
spring fall loose floral sneakers,0.0,,108.0,2024-03-25,-0.99,footwear
spring fall loose new cardigan,0.0,,89.0,2024-03-31,-0.99,accessories
spring fall lowrise floral sweater,137.0,2025-03-15,0.0,,137.0,fashion
spring fall lowrise solid tank top,0.0,,115.0,2024-03-18,-0.99,fashion
spring fall men cotton trench coat,73.0,2025-03-24,0.0,,73.0,fashion
spring fall men lightweight flats,0.0,,105.0,2024-03-25,-0.99,footwear
spring fall men new trench coat,0.0,,67.0,2024-03-23,-0.99,fashion
spring fall midrise plus size leggings,130.0,2025-03-11,0.0,,130.0,fashion
spring fall midrise summer tshirt,0.0,,139.0,2024-03-24,-0.99,fashion
spring fall midrise vintage cardigan,0.0,,70.0,2024-03-12,-0.99,accessories
spring fall minimalist pastel romper,0.0,,69.0,2024-03-12,-0.99,fashion
spring fall navy new tank top,0.0,,133.0,2024-03-14,-0.99,fashion
spring fall navy pastel tshirt,0.0,,135.0,2024-03-01,-0.99,fashion
spring fall navy printed leggings,0.0,,105.0,2024-03-21,-0.99,fashion
spring fall navy unisex heels,132.0,2025-03-06,0.0,,132.0,footwear
spring fall new women tank top,100.0,2025-03-04,0.0,,100.0,fashion
spring fall organic black boots,80.0,2025-03-14,0.0,,80.0,footwear
spring fall organic oversized hoodie,0.0,,86.0,2024-03-18,-0.99,fashion
spring fall pastel summer cardigan,113.0,2025-03-19,0.0,,113.0,accessories
spring fall petite midrise leggings,0.0,,96.0,2024-03-02,-0.99,fashion
spring fall petite summer jumpsuit,92.0,2025-03-15,0.0,,92.0,fashion
spring fall plaid longline jumpsuit,119.0,2025-03-03,0.0,,119.0,fashion
spring fall plaid solid sneakers,0.0,,80.0,2024-03-26,-0.99,footwear
spring fall plaid trendy blouse,108.0,2025-03-10,0.0,,108.0,accessories
spring fall plaid winter sneakers,101.0,2025-03-21,0.0,,101.0,footwear
spring fall pullover,133.0,2025-03-01,245.0,2024-03-11,-0.46,accessories
spring fall sandals,115.0,2025-03-31,0.0,,115.0,footwear
spring fall shirt,0.0,,236.0,2024-03-23,-1.0,fashion
spring fall shorts,86.0,2025-03-13,0.0,,86.0,fashion
spring fall skirt,0.0,,145.0,2024-03-13,-0.99,fashion
spring fall sleeveless midrise sweater,75.0,2025-03-27,0.0,,75.0,fashion
spring fall sleeveless summer pullover,0.0,,136.0,2024-03-03,-0.99,accessories
spring fall sleeveless unisex romper,55.0,2025-03-19,0.0,,55.0,fashion
spring fall slides,162.0,2025-03-03,56.0,2024-03-14,1.86,accessories
spring fall solid black jumpsuit,0.0,,71.0,2024-03-20,-0.99,fashion
spring fall solid pastel jeans,0.0,,109.0,2024-03-11,-0.99,fashion
spring fall spring oversized flats,139.0,2025-03-05,0.0,,139.0,footwear
spring fall spring winter jacket,122.0,2025-03-09,0.0,,122.0,fashion
spring fall summer black tshirt,0.0,,81.0,2024-03-06,-0.99,fashion
spring fall summer denim tank top,0.0,,117.0,2024-03-03,-0.99,fashion
spring fall summer leather slides,0.0,,142.0,2024-03-27,-0.99,accessories
spring fall summer plus size tshirt,0.0,,80.0,2024-03-14,-0.99,fashion
spring fall summer trendy sneakers,0.0,,55.0,2024-03-07,-0.98,footwear
spring fall sweater,69.0,2025-03-18,117.0,2024-03-14,-0.41,fashion
spring fall tall men flats,0.0,,98.0,2024-03-27,-0.99,footwear
spring fall tank top,144.0,2025-03-29,0.0,,144.0,fashion
spring fall transitional olive jacket,118.0,2025-03-19,0.0,,118.0,fashion
spring fall trendy olive jeans,0.0,,59.0,2024-03-21,-0.98,fashion
spring fall tshirt,164.0,2025-03-23,0.0,,164.0,fashion
spring fall vintage sleeveless crop top,58.0,2025-03-21,0.0,,58.0,fashion
spring fall white lowrise sweater,0.0,,127.0,2024-03-05,-0.99,fashion
spring fall white slim fit boots,78.0,2025-03-27,0.0,,78.0,footwear
spring fall windbreaker,0.0,,223.0,2024-03-20,-1.0,accessories
spring fall winter fitted heels,124.0,2025-03-02,0.0,,124.0,footwear
spring fall winter highwaisted boots,139.0,2025-03-16,0.0,,139.0,footwear
spring fall winter hoodie,72.0,2025-03-16,0.0,,72.0,fashion
spring fall winter linen romper,0.0,,78.0,2024-03-02,-0.99,fashion
spring fall winter new bomber jacket,89.0,2025-03-25,0.0,,89.0,fashion
spring fall winter oversized trench coat,0.0,,96.0,2024-03-02,-0.99,fashion
spring fall winter transitional hoodie,0.0,,104.0,2024-03-12,-0.99,fashion
spring fall women beige romper,0.0,,146.0,2024-03-10,-0.99,fashion
spring fall women loose hoodie,0.0,,55.0,2024-03-30,-0.98,fashion
spring fall women olive heels,0.0,,103.0,2024-03-06,-0.99,footwear
spring fall wool lightweight tshirt,0.0,,67.0,2024-03-14,-0.99,fashion
spring fall wool pastel dress,95.0,2025-03-07,0.0,,95.0,fashion
spring fall wool plaid leggings,115.0,2025-03-21,0.0,,115.0,fashion
spring fall wool slim fit skirt,0.0,,63.0,2024-03-28,-0.98,fashion
spring fall wool winter sandals,0.0,,147.0,2024-03-18,-0.99,footwear
spring fitted,190.0,2025-03-13,123.0,2024-03-09,0.54,accessories
spring fitted beige organic trench coat,0.0,,85.0,2024-03-28,-0.99,fashion
spring fitted beige printed pants,0.0,,112.0,2024-03-04,-0.99,fashion
spring fitted black fall sweater,116.0,2025-03-28,0.0,,116.0,fashion
spring fitted blouse,0.0,,209.0,2024-03-02,-1.0,accessories
spring fitted bomber jacket,120.0,2025-03-07,254.0,2024-03-03,-0.53,fashion
spring fitted boots,86.0,2025-03-06,0.0,,86.0,footwear
spring fitted coat,0.0,,147.0,2024-03-27,-0.99,fashion
spring fitted cotton longline cardigan,59.0,2025-03-09,0.0,,59.0,accessories
spring fitted cotton longline flats,0.0,,52.0,2024-03-07,-0.98,footwear
spring fitted cropped bomber jacket sweater,92.0,2025-03-08,0.0,,92.0,fashion
spring fitted cropped pastel tshirt,0.0,,126.0,2024-03-14,-0.99,fashion
spring fitted denim olive tshirt,0.0,,124.0,2024-03-09,-0.99,fashion
spring fitted fall pastel slides,59.0,2025-03-12,0.0,,59.0,accessories
spring fitted floral bomber jacket jeans,0.0,,63.0,2024-03-07,-0.98,fashion
spring fitted floral new shorts,81.0,2025-03-06,0.0,,81.0,fashion
spring fitted heels,134.0,2025-03-31,0.0,,134.0,footwear
spring fitted highwaisted summer tank top,146.0,2025-03-20,0.0,,146.0,fashion
spring fitted highwaisted tall sandals,0.0,,98.0,2024-03-08,-0.99,footwear
spring fitted hoodie,196.0,2025-03-05,0.0,,196.0,fashion
spring fitted jeans,92.0,2025-03-31,0.0,,92.0,fashion
spring fitted jumpsuit,144.0,2025-03-16,0.0,,144.0,fashion
spring fitted leather unisex bomber jacket,105.0,2025-03-04,0.0,,105.0,fashion
spring fitted leggings,159.0,2025-03-06,0.0,,159.0,fashion
spring fitted linen longline jumpsuit,0.0,,93.0,2024-03-28,-0.99,fashion
spring fitted linen plus size pants,93.0,2025-03-10,0.0,,93.0,fashion
spring fitted loafer,210.0,2025-03-04,0.0,,210.0,accessories
spring fitted longline men romper,0.0,,67.0,2024-03-18,-0.99,fashion
spring fitted longline unisex romper,111.0,2025-03-31,0.0,,111.0,fashion
spring fitted navy plaid coat,0.0,,58.0,2024-03-26,-0.98,fashion
spring fitted organic midrise windbreaker,54.0,2025-03-09,0.0,,54.0,accessories
spring fitted oversized plaid windbreaker,145.0,2025-03-21,0.0,,145.0,accessories
spring fitted pants,116.0,2025-03-23,0.0,,116.0,fashion
spring fitted parka,51.0,2025-03-12,0.0,,51.0,accessories
spring fitted petite linen parka,138.0,2025-03-08,0.0,,138.0,accessories
spring fitted plus size sleeveless windbreaker,97.0,2025-03-10,0.0,,97.0,accessories
spring fitted pullover,123.0,2025-03-01,94.0,2024-03-11,0.31,accessories
spring fitted romper,60.0,2025-03-14,0.0,,60.0,fashion
spring fitted shorts,61.0,2025-03-27,0.0,,61.0,fashion
spring fitted skirt,196.0,2025-03-01,0.0,,196.0,fashion
spring fitted sleeveless bomber jacket windbreaker,79.0,2025-03-11,0.0,,79.0,fashion
spring fitted slim fit loose sandals,147.0,2025-03-05,0.0,,147.0,footwear
spring fitted sneakers,82.0,2025-03-01,227.0,2024-03-08,-0.64,footwear
spring fitted solid olive jacket,94.0,2025-03-15,0.0,,94.0,fashion
spring fitted spring fall cardigan,81.0,2025-03-24,0.0,,81.0,accessories
spring fitted spring midrise parka,0.0,,102.0,2024-03-17,-0.99,accessories
spring fitted striped wool cardigan,0.0,,70.0,2024-03-13,-0.99,accessories
spring fitted summer white pants,77.0,2025-03-26,0.0,,77.0,fashion
spring fitted tall lightweight jacket,0.0,,54.0,2024-03-30,-0.98,fashion
spring fitted tall midrise romper,0.0,,141.0,2024-03-21,-0.99,fashion
spring fitted tank top,137.0,2025-03-20,0.0,,137.0,fashion
spring fitted transitional printed tshirt,75.0,2025-03-10,0.0,,75.0,fashion
spring fitted trench coat,73.0,2025-03-11,0.0,,73.0,fashion
spring fitted tshirt,121.0,2025-03-11,68.0,2024-03-15,0.77,fashion
spring fitted vintage organic parka,0.0,,116.0,2024-03-29,-0.99,accessories
spring fitted windbreaker,0.0,,145.0,2024-03-25,-0.99,accessories
spring fitted winter bomber jacket slides,51.0,2025-03-27,0.0,,51.0,fashion
spring fitted winter cropped parka,0.0,,116.0,2024-03-05,-0.99,accessories
spring fitted winter linen jumpsuit,143.0,2025-03-28,0.0,,143.0,fashion
spring fitted women coat,0.0,,133.0,2024-03-26,-0.99,fashion
spring fitted wool minimalist trench coat,79.0,2025-03-01,0.0,,79.0,fashion
